Date,Time,Open,High,Low,Close
11/1/2019,0:39,1510.295,1510.355,1510.245,1510.335
11/1/2019,0:40,1510.328,1510.365,1510.185,1510.308
11/1/2019,0:41,1510.298,1510.398,1510.288,1510.308
11/1/2019,0:42,1510.308,1510.428,1510.295,1510.295
11/1/2019,0:43,1510.275,1510.295,1510.095,1510.148
11/1/2019,0:44,1510.148,1510.148,1510.031,1510.048
11/1/2019,0:45,1510.048,1510.088,1510.031,1510.031
11/1/2019,0:46,1510.031,1510.031,1509.365,1509.488
11/1/2019,0:47,1509.518,1509.618,1509.358,1509.585
11/1/2019,0:48,1509.585,1509.648,1509.495,1509.595
11/1/2019,0:49,1509.595,1509.685,1509.485,1509.685
11/1/2019,0:50,1509.675,1509.765,1509.575,1509.675
11/1/2019,0:51,1509.675,1509.685,1509.375,1509.488
11/1/2019,0:52,1509.485,1509.568,1509.385,1509.548
11/1/2019,0:53,1509.558,1509.695,1509.498,1509.585
11/1/2019,0:54,1509.585,1509.658,1509.468,1509.565
11/1/2019,0:55,1509.598,1509.848,1509.598,1509.848
11/1/2019,0:56,1509.848,1509.865,1509.585,1509.785
11/1/2019,0:57,1509.798,1509.848,1509.748,1509.788
11/1/2019,0:58,1509.798,1509.878,1509.775,1509.848
11/1/2019,0:59,1509.848,1509.888,1509.798,1509.858
11/1/2019,1:00,1509.848,1510.148,1509.828,1509.848
11/1/2019,1:01,1509.855,1509.948,1509.558,1509.948
11/1/2019,1:02,1509.885,1509.948,1509.755,1509.848
11/1/2019,1:03,1509.828,1510.028,1509.748,1509.948
11/1/2019,1:04,1509.948,1509.975,1509.865,1509.975
11/1/2019,1:05,1509.948,1509.988,1509.655,1509.758
11/1/2019,1:06,1509.778,1509.788,1509.475,1509.528
11/1/2019,1:07,1509.538,1509.748,1509.528,1509.708
11/1/2019,1:08,1509.698,1509.758,1509.495,1509.498
11/1/2019,1:09,1509.495,1509.608,1509.485,1509.518
11/1/2019,1:10,1509.575,1509.738,1509.518,1509.708
11/1/2019,1:11,1509.728,1509.858,1509.718,1509.828
11/1/2019,1:12,1509.828,1509.875,1509.258,1509.328
11/1/2019,1:13,1509.335,1509.528,1509.335,1509.348
11/1/2019,1:14,1509.358,1509.658,1509.338,1509.598
11/1/2019,1:15,1509.588,1509.608,1509.345,1509.378
11/1/2019,1:16,1509.388,1509.528,1509.375,1509.515
11/1/2019,1:17,1509.495,1509.568,1509.465,1509.515
11/1/2019,1:18,1509.528,1509.668,1509.528,1509.665
11/1/2019,1:19,1509.665,1509.728,1509.565,1509.565
11/1/2019,1:20,1509.548,1509.605,1509.528,1509.565
11/1/2019,1:21,1509.585,1509.628,1509.488,1509.558
11/1/2019,1:22,1509.568,1509.628,1509.418,1509.485
11/1/2019,1:23,1509.488,1509.548,1509.395,1509.508
11/1/2019,1:24,1509.518,1509.638,1509.328,1509.608
11/1/2019,1:25,1509.618,1509.678,1509.508,1509.538
11/1/2019,1:26,1509.528,1509.928,1509.385,1509.928
11/1/2019,1:27,1509.918,1509.978,1509.655,1509.748
11/1/2019,1:28,1509.748,1509.768,1509.568,1509.598
11/1/2019,1:29,1509.588,1509.748,1509.558,1509.678
11/1/2019,1:30,1509.675,1509.758,1509.565,1509.658
11/1/2019,1:31,1509.675,1509.755,1509.465,1509.495
11/1/2019,1:32,1509.495,1509.565,1509.448,1509.448
11/1/2019,1:33,1509.458,1509.548,1509.448,1509.498
11/1/2019,1:34,1509.508,1509.548,1509.405,1509.448
11/1/2019,1:35,1509.465,1509.798,1509.465,1509.795
11/1/2019,1:36,1509.795,1509.868,1509.735,1509.868
11/1/2019,1:37,1509.895,1509.975,1509.795,1509.968
11/1/2019,1:38,1510.038,1510.405,1509.968,1510.348
11/1/2019,1:39,1510.348,1510.565,1510.305,1510.348
11/1/2019,1:40,1510.348,1510.378,1510.275,1510.275
11/1/2019,1:41,1510.275,1510.448,1510.175,1510.275
11/1/2019,1:42,1510.275,1510.275,1510.175,1510.265
11/1/2019,1:43,1510.285,1510.365,1510.165,1510.165
11/1/2019,1:44,1510.175,1510.328,1510.165,1510.285
11/1/2019,1:45,1510.228,1510.228,1510.028,1510.055
11/1/2019,1:46,1510.035,1510.128,1509.775,1510.085
11/1/2019,1:47,1510.075,1510.075,1509.828,1509.865
11/1/2019,1:48,1509.828,1510.128,1509.828,1510.115
11/1/2019,1:49,1510.115,1510.128,1510.005,1510.128
11/1/2019,1:50,1510.128,1510.175,1510.105,1510.155
11/1/2019,1:51,1510.155,1510.175,1510.085,1510.095
11/1/2019,1:52,1510.095,1510.285,1510.095,1510.285
11/1/2019,1:53,1510.235,1510.395,1510.205,1510.205
11/1/2019,1:54,1510.205,1510.428,1510.205,1510.428
11/1/2019,1:55,1510.435,1510.505,1510.275,1510.295
11/1/2019,1:56,1510.295,1510.395,1510.285,1510.395
11/1/2019,1:57,1510.395,1510.395,1510.095,1510.128
11/1/2019,1:58,1510.128,1510.145,1509.895,1509.975
11/1/2019,1:59,1509.975,1510.175,1509.965,1510.175
11/1/2019,2:00,1510.175,1510.175,1509.715,1509.728
11/1/2019,2:01,1509.695,1509.695,1509.475,1509.565
11/1/2019,2:02,1509.525,1509.575,1509.435,1509.465
11/1/2019,2:03,1509.465,1509.465,1509.295,1509.395
11/1/2019,2:04,1509.395,1509.455,1509.305,1509.305
11/1/2019,2:05,1509.255,1509.255,1509.135,1509.228
11/1/2019,2:06,1509.228,1509.395,1509.225,1509.395
11/1/2019,2:07,1509.405,1509.475,1509.315,1509.365
11/1/2019,2:08,1509.385,1509.475,1509.328,1509.455
11/1/2019,2:09,1509.465,1509.628,1509.435,1509.628
11/1/2019,2:10,1509.615,1509.935,1509.615,1509.935
11/1/2019,2:11,1509.928,1510.395,1509.895,1510.255
11/1/2019,2:12,1510.285,1510.455,1510.265,1510.425
11/1/2019,2:13,1510.415,1510.665,1510.415,1510.615
11/1/2019,2:14,1510.598,1510.635,1510.455,1510.495
11/1/2019,2:15,1510.498,1510.605,1510.405,1510.555
11/1/2019,2:16,1510.565,1510.808,1510.525,1510.808
11/1/2019,2:17,1510.778,1510.975,1510.665,1510.895
11/1/2019,2:18,1510.928,1510.928,1510.785,1510.848
11/1/2019,2:19,1510.828,1510.858,1510.648,1510.648
11/1/2019,2:20,1510.665,1511.048,1510.638,1510.948
11/1/2019,2:21,1510.978,1511.078,1510.908,1511.008
11/1/2019,2:22,1511.008,1511.008,1510.728,1510.908
11/1/2019,2:23,1510.908,1510.948,1510.808,1510.808
11/1/2019,2:24,1510.808,1511.408,1510.808,1511.148
11/1/2019,2:25,1511.168,1511.208,1511.028,1511.208
11/1/2019,2:26,1511.208,1511.248,1511.095,1511.185
11/1/2019,2:27,1511.185,1511.185,1510.948,1511.048
11/1/2019,2:28,1511.048,1511.165,1510.925,1511.045
11/1/2019,2:29,1511.048,1511.108,1510.985,1511.075
11/1/2019,2:30,1511.055,1511.295,1511.055,1511.185
11/1/2019,2:31,1511.185,1511.228,1510.985,1511.058
11/1/2019,2:32,1511.065,1511.265,1510.995,1511.245
11/1/2019,2:33,1511.235,1511.448,1511.205,1511.255
11/1/2019,2:34,1511.255,1511.418,1511.238,1511.265
11/1/2019,2:35,1511.255,1511.375,1511.035,1511.055
11/1/2019,2:36,1511.055,1511.248,1511.015,1511.165
11/1/2019,2:37,1511.165,1511.448,1511.165,1511.395
11/1/2019,2:38,1511.375,1511.728,1511.375,1511.628
11/1/2019,2:39,1511.645,1511.988,1511.628,1511.985
11/1/2019,2:40,1511.965,1511.985,1511.628,1511.795
11/1/2019,2:41,1511.765,1511.938,1511.745,1511.928
11/1/2019,2:42,1511.895,1511.895,1511.375,1511.375
11/1/2019,2:43,1511.395,1511.428,1511.235,1511.428
11/1/2019,2:44,1511.438,1511.485,1511.428,1511.468
11/1/2019,2:45,1511.458,1511.528,1511.345,1511.445
11/1/2019,2:46,1511.445,1511.728,1511.438,1511.648
11/1/2019,2:47,1511.658,1511.968,1511.655,1511.928
11/1/2019,2:48,1511.855,1511.928,1511.645,1511.645
11/1/2019,2:49,1511.645,1511.928,1511.628,1511.838
11/1/2019,2:50,1511.838,1511.938,1511.828,1511.838
11/1/2019,2:51,1511.838,1511.868,1511.838,1511.848
11/1/2019,2:52,1511.845,1511.845,1511.738,1511.838
11/1/2019,2:53,1511.838,1511.838,1511.728,1511.738
11/1/2019,2:54,1511.748,1511.758,1511.438,1511.568
11/1/2019,2:55,1511.548,1511.638,1511.438,1511.558
11/1/2019,2:56,1511.548,1511.868,1511.438,1511.438
11/1/2019,2:57,1511.438,1512.108,1511.328,1512.008
11/1/2019,2:58,1511.948,1512.408,1511.948,1512.378
11/1/2019,2:59,1512.318,1512.438,1512.118,1512.388
11/1/2019,3:00,1512.418,1512.538,1512.188,1512.518
11/1/2019,3:01,1512.518,1513.288,1512.418,1512.648
11/1/2019,3:02,1512.658,1512.658,1512.058,1512.058
11/1/2019,3:03,1512.068,1512.258,1511.798,1512.248
11/1/2019,3:04,1512.248,1512.248,1511.948,1512.148
11/1/2019,3:05,1512.158,1512.518,1511.878,1512.275
11/1/2019,3:06,1512.255,1512.448,1512.225,1512.325
11/1/2019,3:07,1512.375,1512.528,1512.205,1512.518
11/1/2019,3:08,1512.508,1513.058,1512.498,1512.885
11/1/2019,3:09,1512.865,1513.055,1512.805,1512.848
11/1/2019,3:10,1512.865,1513.195,1512.845,1513.175
11/1/2019,3:11,1513.195,1513.375,1512.885,1513.055
11/1/2019,3:12,1513.008,1513.308,1512.948,1513.285
11/1/2019,3:13,1513.228,1513.265,1513.008,1513.048
11/1/2019,3:14,1513.038,1513.138,1512.885,1512.958
11/1/2019,3:15,1512.948,1513.128,1512.548,1512.658
11/1/2019,3:16,1512.658,1512.855,1512.545,1512.675
11/1/2019,3:17,1512.665,1512.975,1512.628,1512.975
11/1/2019,3:18,1512.995,1513.448,1512.975,1513.365
11/1/2019,3:19,1513.375,1513.475,1513.285,1513.375
11/1/2019,3:20,1513.385,1514.055,1513.385,1513.758
11/1/2019,3:21,1513.768,1513.998,1513.558,1513.958
11/1/2019,3:22,1513.948,1514.358,1513.948,1514.055
11/1/2019,3:23,1514.128,1514.178,1514.028,1514.148
11/1/2019,3:24,1514.158,1514.308,1514.038,1514.233
11/1/2019,3:25,1514.233,1514.428,1514.128,1514.258
11/1/2019,3:26,1514.248,1514.538,1514.238,1514.438
11/1/2019,3:27,1514.568,1514.708,1514.335,1514.408
11/1/2019,3:28,1514.345,1514.508,1514.228,1514.308
11/1/2019,3:29,1514.265,1514.458,1514.228,1514.408
11/1/2019,3:30,1514.348,1514.418,1514.028,1514.408
11/1/2019,3:31,1514.408,1514.438,1514.028,1514.108
11/1/2019,3:32,1514.118,1514.318,1514.028,1514.308
11/1/2019,3:33,1514.308,1514.408,1514.038,1514.208
11/1/2019,3:34,1514.208,1514.218,1514.008,1514.008
11/1/2019,3:35,1514.008,1514.038,1513.738,1513.848
11/1/2019,3:36,1513.848,1513.948,1513.585,1513.768
11/1/2019,3:37,1513.668,1513.868,1513.668,1513.668
11/1/2019,3:38,1513.668,1513.668,1513.305,1513.468
11/1/2019,3:39,1513.458,1513.508,1513.205,1513.498
11/1/2019,3:40,1513.488,1513.508,1513.268,1513.388
11/1/2019,3:41,1513.468,1513.608,1513.368,1513.468
11/1/2019,3:42,1513.398,1513.608,1513.368,1513.468
11/1/2019,3:43,1513.468,1513.578,1513.468,1513.568
11/1/2019,3:44,1513.568,1513.678,1513.488,1513.568
11/1/2019,3:45,1513.668,1513.668,1513.368,1513.368
11/1/2019,3:46,1513.368,1513.468,1513.228,1513.368
11/1/2019,3:47,1513.368,1513.568,1513.368,1513.568
11/1/2019,3:48,1513.488,1513.568,1513.378,1513.485
11/1/2019,3:49,1513.485,1513.485,1513.315,1513.375
11/1/2019,3:50,1513.368,1513.505,1513.368,1513.415
11/1/2019,3:51,1513.388,1513.468,1513.228,1513.245
11/1/2019,3:52,1513.245,1513.298,1513.068,1513.185
11/1/2019,3:53,1513.135,1513.305,1513.135,1513.205
11/1/2019,3:54,1513.185,1513.185,1512.868,1513.095
11/1/2019,3:55,1513.085,1513.275,1512.985,1512.985
11/1/2019,3:56,1512.915,1513.068,1512.768,1512.968
11/1/2019,3:57,1512.988,1513.068,1512.768,1512.768
11/1/2019,3:58,1512.768,1512.815,1512.685,1512.768
11/1/2019,3:59,1512.688,1512.988,1512.648,1512.658
11/1/2019,4:00,1512.665,1512.948,1512.595,1512.598
11/1/2019,4:01,1512.595,1512.595,1512.048,1512.165
11/1/2019,4:02,1512.148,1512.305,1512.048,1512.215
11/1/2019,4:03,1512.265,1512.268,1512.085,1512.175
11/1/2019,4:04,1512.195,1512.275,1512.085,1512.255
11/1/2019,4:05,1512.275,1512.975,1512.115,1512.765
11/1/2019,4:06,1512.775,1512.815,1512.555,1512.755
11/1/2019,4:07,1512.745,1513.075,1512.545,1512.545
11/1/2019,4:08,1512.588,1513.305,1512.588,1513.298
11/1/2019,4:09,1513.288,1513.975,1513.198,1513.208
11/1/2019,4:10,1513.288,1513.558,1513.225,1513.515
11/1/2019,4:11,1513.518,1513.605,1513.388,1513.425
11/1/2019,4:12,1513.425,1513.535,1513.318,1513.335
11/1/2019,4:13,1513.335,1513.425,1513.208,1513.298
11/1/2019,4:14,1513.288,1513.348,1513.188,1513.208
11/1/2019,4:15,1513.205,1513.498,1513.198,1513.318
11/1/2019,4:16,1513.305,1513.305,1513.088,1513.145
11/1/2019,4:17,1513.155,1513.435,1513.125,1513.435
11/1/2019,4:18,1513.415,1513.688,1513.328,1513.655
11/1/2019,4:19,1513.635,1513.688,1513.498,1513.625
11/1/2019,4:20,1513.625,1513.625,1513.425,1513.555
11/1/2019,4:21,1513.588,1513.618,1513.488,1513.538
11/1/2019,4:22,1513.528,1513.578,1513.438,1513.548
11/1/2019,4:23,1513.538,1513.658,1513.518,1513.608
11/1/2019,4:24,1513.608,1513.608,1513.298,1513.368
11/1/2019,4:25,1513.378,1513.418,1513.188,1513.335
11/1/2019,4:26,1513.338,1513.435,1513.125,1513.125
11/1/2019,4:27,1513.145,1513.145,1512.845,1512.845
11/1/2019,4:28,1512.845,1513.055,1512.795,1512.955
11/1/2019,4:29,1512.955,1513.108,1512.938,1512.955
11/1/2019,4:30,1512.935,1512.938,1512.635,1512.688
11/1/2019,4:31,1512.685,1512.698,1512.438,1512.448
11/1/2019,4:32,1512.445,1512.535,1512.335,1512.475
11/1/2019,4:33,1512.465,1512.608,1512.408,1512.528
11/1/2019,4:34,1512.515,1512.585,1512.455,1512.528
11/1/2019,4:35,1512.528,1512.638,1512.408,1512.415
11/1/2019,4:36,1512.418,1512.495,1512.408,1512.458
11/1/2019,4:37,1512.468,1512.558,1512.375,1512.405
11/1/2019,4:38,1512.408,1512.445,1511.875,1511.965
11/1/2019,4:39,1511.945,1512.155,1511.928,1512.028
11/1/2019,4:40,1512.028,1512.028,1511.868,1511.945
11/1/2019,4:41,1511.928,1511.935,1511.808,1511.915
11/1/2019,4:42,1511.945,1512.065,1511.865,1512.055
11/1/2019,4:43,1512.065,1512.185,1511.985,1512.055
11/1/2019,4:44,1512.045,1512.165,1511.955,1512.165
11/1/2019,4:45,1512.168,1512.378,1512.068,1512.255
11/1/2019,4:46,1512.228,1512.255,1512.065,1512.065
11/1/2019,4:47,1512.075,1512.135,1511.975,1512.065
11/1/2019,4:48,1512.155,1512.328,1512.075,1512.228
11/1/2019,4:49,1512.165,1512.165,1511.865,1511.945
11/1/2019,4:50,1511.948,1512.155,1511.928,1511.955
11/1/2019,4:51,1511.948,1512.238,1511.945,1512.165
11/1/2019,4:52,1512.165,1512.165,1512.028,1512.045
11/1/2019,4:53,1512.035,1512.228,1511.945,1512.055
11/1/2019,4:54,1512.055,1512.138,1511.928,1511.938
11/1/2019,4:55,1512.028,1512.028,1511.788,1511.845
11/1/2019,4:56,1511.848,1511.868,1511.798,1511.845
11/1/2019,4:57,1511.828,1511.938,1511.758,1511.928
11/1/2019,4:58,1511.928,1511.948,1511.758,1511.828
11/1/2019,4:59,1511.828,1511.938,1511.828,1511.898
11/1/2019,5:00,1511.908,1511.928,1511.575,1511.745
11/1/2019,5:01,1511.735,1511.828,1511.558,1511.628
11/1/2019,5:02,1511.558,1511.748,1511.548,1511.655
11/1/2019,5:03,1511.648,1511.848,1511.648,1511.748
11/1/2019,5:04,1511.748,1511.748,1510.858,1510.955
11/1/2019,5:05,1510.958,1511.308,1510.865,1511.265
11/1/2019,5:06,1511.285,1511.308,1511.185,1511.265
11/1/2019,5:07,1511.265,1511.265,1510.988,1511.085
11/1/2019,5:08,1511.085,1511.338,1511.075,1511.328
11/1/2019,5:09,1511.325,1511.325,1511.118,1511.228
11/1/2019,5:10,1511.218,1511.395,1511.118,1511.185
11/1/2019,5:11,1511.195,1511.425,1511.145,1511.415
11/1/2019,5:12,1511.405,1511.685,1511.385,1511.685
11/1/2019,5:13,1511.685,1511.705,1511.605,1511.605
11/1/2019,5:14,1511.605,1511.705,1511.595,1511.685
11/1/2019,5:15,1511.675,1511.685,1511.595,1511.595
11/1/2019,5:16,1511.595,1511.765,1511.545,1511.765
11/1/2019,5:17,1511.765,1511.785,1511.585,1511.625
11/1/2019,5:18,1511.605,1511.675,1511.605,1511.605
11/1/2019,5:19,1511.605,1511.605,1511.245,1511.265
11/1/2019,5:20,1511.265,1511.385,1511.215,1511.345
11/1/2019,5:21,1511.305,1511.325,1511.005,1511.005
11/1/2019,5:22,1511.005,1511.265,1510.995,1511.175
11/1/2019,5:23,1511.175,1511.375,1511.155,1511.265
11/1/2019,5:24,1511.265,1511.305,1511.175,1511.195
11/1/2019,5:25,1511.215,1511.275,1510.775,1510.835
11/1/2019,5:26,1510.825,1510.965,1510.805,1510.835
11/1/2019,5:27,1510.825,1510.835,1510.685,1510.685
11/1/2019,5:28,1510.675,1510.675,1510.475,1510.595
11/1/2019,5:29,1510.595,1510.615,1509.808,1509.818
11/1/2019,5:30,1509.808,1510.058,1509.808,1509.898
11/1/2019,5:31,1509.898,1510.008,1509.778,1509.918
11/1/2019,5:32,1509.918,1509.968,1509.698,1509.698
11/1/2019,5:33,1509.698,1509.968,1509.615,1509.915
11/1/2019,5:34,1509.928,1510.175,1509.915,1510.168
11/1/2019,5:35,1510.168,1510.285,1510.168,1510.268
11/1/2019,5:36,1510.268,1510.268,1510.028,1510.038
11/1/2019,5:37,1510.048,1510.108,1509.898,1510.108
11/1/2019,5:38,1510.108,1510.125,1510.005,1510.115
11/1/2019,5:39,1510.148,1510.168,1509.855,1509.855
11/1/2019,5:40,1509.855,1509.955,1509.848,1509.935
11/1/2019,5:41,1509.985,1510.105,1509.955,1510.045
11/1/2019,5:42,1510.045,1510.045,1509.915,1510.025
11/1/2019,5:43,1510.025,1510.225,1510.015,1510.225
11/1/2019,5:44,1510.245,1510.335,1510.215,1510.325
11/1/2019,5:45,1510.335,1510.445,1510.215,1510.415
11/1/2019,5:46,1510.415,1510.455,1510.235,1510.255
11/1/2019,5:47,1510.245,1510.255,1509.975,1509.985
11/1/2019,5:48,1510.005,1510.145,1509.985,1510.145
11/1/2019,5:49,1510.135,1510.215,1510.125,1510.205
11/1/2019,5:50,1510.205,1510.278,1510.145,1510.215
11/1/2019,5:51,1510.235,1510.305,1510.225,1510.305
11/1/2019,5:52,1510.285,1510.385,1510.215,1510.268
11/1/2019,5:53,1510.268,1510.595,1510.205,1510.455
11/1/2019,5:54,1510.455,1510.455,1510.225,1510.275
11/1/2019,5:55,1510.275,1510.305,1510.185,1510.295
11/1/2019,5:56,1510.295,1510.335,1510.118,1510.335
11/1/2019,5:57,1510.345,1510.445,1510.335,1510.345
11/1/2019,5:58,1510.345,1510.495,1510.295,1510.468
11/1/2019,5:59,1510.468,1510.468,1510.208,1510.388
11/1/2019,6:00,1510.378,1510.408,1510.175,1510.368
11/1/2019,6:01,1510.328,1510.538,1510.285,1510.528
11/1/2019,6:02,1510.518,1510.618,1510.345,1510.345
11/1/2019,6:03,1510.328,1510.468,1510.305,1510.465
11/1/2019,6:04,1510.445,1510.475,1510.365,1510.375
11/1/2019,6:05,1510.375,1510.395,1510.205,1510.345
11/1/2019,6:06,1510.315,1510.315,1510.035,1510.075
11/1/2019,6:07,1510.055,1510.205,1510.055,1510.175
11/1/2019,6:08,1510.155,1510.485,1510.145,1510.485
11/1/2019,6:09,1510.505,1510.505,1510.395,1510.485
11/1/2019,6:10,1510.465,1510.505,1510.375,1510.455
11/1/2019,6:11,1510.435,1510.505,1510.395,1510.475
11/1/2019,6:12,1510.455,1510.555,1510.445,1510.465
11/1/2019,6:13,1510.505,1510.515,1510.455,1510.485
11/1/2019,6:14,1510.505,1510.705,1510.405,1510.485
11/1/2019,6:15,1510.485,1510.615,1510.425,1510.595
11/1/2019,6:16,1510.585,1510.805,1510.395,1510.575
11/1/2019,6:17,1510.595,1510.655,1510.405,1510.485
11/1/2019,6:18,1510.505,1510.505,1510.395,1510.485
11/1/2019,6:19,1510.485,1510.495,1510.405,1510.405
11/1/2019,6:20,1510.435,1510.585,1510.435,1510.575
11/1/2019,6:21,1510.585,1510.635,1510.535,1510.625
11/1/2019,6:22,1510.655,1510.655,1510.475,1510.475
11/1/2019,6:23,1510.515,1510.635,1510.515,1510.635
11/1/2019,6:24,1510.585,1510.635,1510.375,1510.375
11/1/2019,6:25,1510.425,1510.575,1510.365,1510.455
11/1/2019,6:26,1510.475,1510.565,1510.475,1510.515
11/1/2019,6:27,1510.535,1510.635,1510.525,1510.635
11/1/2019,6:28,1510.625,1510.665,1510.585,1510.645
11/1/2019,6:29,1510.625,1510.915,1510.585,1510.895
11/1/2019,6:30,1510.915,1511.125,1510.695,1510.765
11/1/2019,6:31,1510.768,1510.895,1510.765,1510.825
11/1/2019,6:32,1510.805,1510.855,1509.725,1510.048
11/1/2019,6:33,1509.998,1510.178,1509.758,1509.758
11/1/2019,6:34,1509.768,1509.788,1509.509,1509.509
11/1/2019,6:35,1509.509,1509.509,1508.748,1508.928
11/1/2019,6:36,1508.968,1509.135,1508.905,1509.005
11/1/2019,6:37,1509.005,1509.128,1508.865,1509.128
11/1/2019,6:38,1509.125,1509.575,1509.125,1509.568
11/1/2019,6:39,1509.585,1509.985,1509.585,1509.975
11/1/2019,6:40,1509.995,1510.155,1509.925,1509.975
11/1/2019,6:41,1509.975,1510.068,1509.815,1509.968
11/1/2019,6:42,1509.955,1510.005,1509.868,1509.868
11/1/2019,6:43,1509.868,1509.975,1509.785,1509.835
11/1/2019,6:44,1509.865,1509.955,1509.815,1509.908
11/1/2019,6:45,1509.905,1509.925,1509.755,1509.845
11/1/2019,6:46,1509.845,1509.875,1509.835,1509.868
11/1/2019,6:47,1509.875,1509.885,1509.655,1509.795
11/1/2019,6:48,1509.805,1509.845,1509.775,1509.775
11/1/2019,6:49,1509.795,1510.188,1509.795,1510.065
11/1/2019,6:50,1510.035,1510.095,1510.035,1510.065
11/1/2019,6:51,1510.065,1510.105,1509.835,1509.865
11/1/2019,6:52,1509.878,1510.278,1509.878,1510.245
11/1/2019,6:53,1510.255,1510.318,1510.165,1510.265
11/1/2019,6:54,1510.288,1510.528,1510.288,1510.488
11/1/2019,6:55,1510.455,1510.515,1510.445,1510.445
11/1/2019,6:56,1510.448,1510.588,1510.345,1510.455
11/1/2019,6:57,1510.445,1510.588,1510.425,1510.455
11/1/2019,6:58,1510.455,1510.595,1510.425,1510.588
11/1/2019,6:59,1510.595,1510.628,1510.335,1510.335
11/1/2019,7:00,1510.335,1510.505,1509.768,1510.308
11/1/2019,7:01,1510.298,1510.488,1510.188,1510.188
11/1/2019,7:02,1510.188,1510.345,1510.188,1510.225
11/1/2019,7:03,1510.288,1510.508,1510.288,1510.485
11/1/2019,7:04,1510.485,1510.915,1510.468,1510.915
11/1/2019,7:05,1510.928,1511.135,1510.835,1511.115
11/1/2019,7:06,1511.095,1511.525,1510.968,1511.048
11/1/2019,7:07,1511.065,1511.085,1510.205,1510.248
11/1/2019,7:08,1510.235,1510.685,1510.205,1510.605
11/1/2019,7:09,1510.585,1510.648,1510.455,1510.595
11/1/2019,7:10,1510.565,1510.625,1510.225,1510.505
11/1/2019,7:11,1510.505,1510.505,1510.285,1510.365
11/1/2019,7:12,1510.365,1510.525,1510.195,1510.235
11/1/2019,7:13,1510.235,1510.558,1510.045,1510.385
11/1/2019,7:14,1510.385,1510.405,1510.175,1510.215
11/1/2019,7:15,1510.225,1510.295,1510.075,1510.215
11/1/2019,7:16,1510.215,1510.315,1510.095,1510.255
11/1/2019,7:17,1510.245,1510.495,1510.205,1510.465
11/1/2019,7:18,1510.435,1510.928,1510.425,1510.828
11/1/2019,7:19,1510.828,1510.985,1510.675,1510.885
11/1/2019,7:20,1510.885,1510.885,1509.748,1510.525
11/1/2019,7:21,1510.565,1510.885,1510.405,1510.785
11/1/2019,7:22,1510.785,1511.275,1510.725,1511.265
11/1/2019,7:23,1511.268,1511.298,1511.075,1511.235
11/1/2019,7:24,1511.245,1511.45,1510.955,1510.955
11/1/2019,7:25,1510.968,1511.148,1510.775,1510.965
11/1/2019,7:26,1510.965,1510.985,1510.655,1510.765
11/1/2019,7:27,1510.765,1511.175,1510.685,1511.075
11/1/2019,7:28,1511.095,1511.595,1511.055,1511.148
11/1/2019,7:29,1511.028,1511.208,1510.358,1510.928
